-1.1841851851851852	0.01	-3.338739849557191e-19
-1.1841851851851852	0.02	-4.549721557292087e-17
-1.1841851851851852	0.03	-1.156800902975485e-15
-1.1841851851851852	0.04	-1.377376781237051e-14
-1.1841851851851852	0.05	-1.0414437149932376e-13
-1.1841851851851852	0.06	-5.79959182198149e-13
-1.1841851851851852	0.07	-2.5911524076762943e-12
-1.1841851851851852	0.08	-9.806186376608337e-12
-1.1841851851851852	0.09	-3.2609310277353285e-11
-1.1841851851851852	0.1	-9.778405458106306e-11
-1.1841851851851852	0.11	-2.694716257829882e-10
-1.1841851851851852	0.12	-6.922702312680667e-10
-1.1841851851851852	0.13	-1.6762326008965742e-9
-1.1841851851851852	0.14	-3.8587472770390135e-9
-1.1841851851851852	0.15	-8.503882927107149e-9
-1.1841851851851852	0.16	-1.8042095131973567e-8
-1.1841851851851852	0.17	-3.702218335851068e-8
-1.1841851851851852	0.18	-7.375844335465394e-8
-1.1841851851851852	0.19	-1.4313275271081958e-7
-1.1841851851851852	0.2	-2.712899540625533e-7
-1.1841851851851852	0.21	-5.03400050607438e-7
-1.1841851851851852	0.22	-9.163347669900885e-7
-1.1841851851851852	0.23	-1.6391422470811872e-6
-1.1841851851851852	0.24	-2.885785688797381e-6
-1.1841851851851852	0.25	-5.0070116220006316e-6
-1.1841851851851852	0.26	-8.571832450486027e-6
-1.1841851851851852	0.27	-0.0000144945344909633
-1.1841851851851852	0.28	-0.00002423121657121358
-1.1841851851851852	0.29	-0.00004008187393751469
-1.1841851851851852	0.3	-0.00006565177049606417
-1.1841851851851852	0.31	-0.00010655187356574322
-1.1841851851851852	0.32	-0.0001714561279794091
-1.1841851851851852	0.33	-0.00027368846004680004
-1.1841851851851852	0.34	-0.00043359168392185924
-1.1841851851851852	0.35	-0.0006820433235528183
-1.1841851851851852	0.36	-0.0010656416003594217
-1.1841851851851852	0.37	-0.0016543019165715126
-1.1841851851851852	0.38	-0.0025522918757673826
-1.1841851851851852	0.39	-0.003914092532141845
-1.1841851851851852	0.4	-0.005966875293522931
-1.1841851851851852	0.41	-0.009041722387871444
-1.1841851851851852	0.42	-0.013615725519497537
-1.1841851851851852	0.43	-0.0203661831454578
-1.1841851851851852	0.44	-0.030235130972375904
-1.1841851851851852	0.45	-0.04449541864621289
