-1.1841851851851852	0.01	-1.9851201743373457e-10
-1.1841851851851852	0.02	-5.60638989631515e-9
-1.1841851851851852	0.03	-4.9941096273755954e-8
-1.1841851851851852	0.04	-2.6222298277308156e-7
-1.1841851851851852	0.05	-1.009369722105989e-6
-1.1841851851851852	0.06	-3.1697217053572545e-6
-1.1841851851851852	0.07	-8.626641730012139e-6
-1.1841851851851852	0.08	-0.000021122587811805146
-1.1841851851851852	0.09	-0.000047691213780866214
-1.1841851851851852	0.1	-0.00010099992077467896
-1.1841851851851852	0.11	-0.00020310417824247762
-1.1841851851851852	0.12	-0.00039135951655988306
-1.1841851851851852	0.13	-0.0007275838356202265
-1.1841851851851852	0.14	-0.0013120388740752473
-1.1841851851851852	0.15	-0.002304418773141641
-1.1841851851851852	0.16	-0.003954760489939809
-1.1841851851851852	0.17	-0.00664785208704426
-1.1841851851851852	0.18	-0.01096482910456307
-1.1841851851851852	0.19	-0.017764064798329166
-1.1841851851851852	0.2	-0.028277856354307476
-1.1841851851851852	0.21	-0.0442076870569818
-1.1841851851851852	0.22	-0.06777374087011115
-1.1841851851851852	0.23	-0.10163170003753232
-1.1841851851851852	0.24	-0.14852626363565863
-1.1841851851851852	0.25	-0.21055984245752682
-1.1841851851851852	0.26	-0.28811251227358164
-1.1841851851851852	0.27	-0.3788025001929929
-1.1841851851851852	0.28	-0.477215161695135
-1.1841851851851852	0.29	-0.5759609564067198
-1.1841851851851852	0.3	-0.6677560728933865
-1.1841851851851852	0.31	-0.747383878479744
-1.1841851851851852	0.32	-0.8125296294759696
-1.1841851851851852	0.33	-0.8634028059127293
-1.1841851851851852	0.34	-0.9017603118645141
-1.1841851851851852	0.35	-0.9299601168057523
-1.1841851851851852	0.36	-0.9503343776246548
-1.1841851851851852	0.37	-0.9648867422353421
-1.1841851851851852	0.38	-0.9752065823208552
-1.1841851851851852	0.39	-0.9824949524312901
-1.1841851851851852	0.4	-0.9876320924539664
-1.1841851851851852	0.41	-0.9912510121043242
-1.1841851851851852	0.42	-0.9938014518515261
-1.1841851851851852	0.43	-0.9956007886036745
-1.1841851851851852	0.44	-0.9968720663466736
-1.1841851851851852	0.45	-0.9977717845510621
-1.1841851851851852	0.46	-0.9984097276523497
-1.1841851851851852	0.47	-0.9988629017538468
-1.1841851851851852	0.48	-0.9991854743656202
-1.1841851851851852	0.49	-0.9994154866401175
-1.1841851851851852	0.5	-0.9995798496380024
-1.1841851851851852	0.51	-0.9996974714234607
-1.1841851851851852	0.52	-0.9997818401262111
-1.1841851851851852	0.53	-0.9998424166970583
-1.1841851851851852	0.54	-0.9998860243110442
-1.1841851851851852	0.55	-0.9999174301949427
-1.1841851851851852	0.56	-0.9999401139925287
-1.1841851851851852	0.57	-0.9999564987526879
-1.1841851851851852	0.58	-0.9999683667902655
-1.1841851851851852	0.59	-0.9999769664572707
-1.1841851851851852	0.6	-0.9999832073183454
-1.1841851851851852	0.61	-0.9999877478418848
-1.1841851851851852	0.62	-0.9999910435473394
-1.1841851851851852	0.63	-0.9999934555003308
-1.1841851851851852	0.64	-0.9999952016439021
-1.1841851851851852	0.65	-0.9999964909938924
-1.1841851851851852	0.66	-0.9999974183653922
-1.1841851851851852	0.67	-0.9999981119955763
-1.1841851851851852	0.68	-0.9999986055088789
-1.1841851851851852	0.69	-0.9999989807431143
-1.1841851851851852	0.7	-0.9999992441567517
-1.1841851851851852	0.71	-0.9999994477457158
-1.1841851851851852	0.72	-0.9999995892966024
-1.1841851851851852	0.73	-0.999999699424417
-1.1841851851851852	0.74	-0.9999997766506455
-1.1841851851851852	0.75	-0.9999998353753485
-1.1841851851851852	0.76	-0.9999998787539184
-1.1841851851851852	0.77	-0.9999999090180385
-1.1841851851851852	0.78	-0.9999999345362777
